timestamp,sequence,temp_core,temp_ambient,voltage_in,current_draw,fan_rpm,cpu_load,label,fault_id
1754212351178,55,29.450000000000003,23.450000000000003,12.11,1.19,893,57.5,normal,
1754212351278,56,29.5,23.55,12.11,1.19,905,57.900000000000006,normal,
1754212351378,57,29.700000000000003,23.5,12.1,1.19,899,58,normal,
1754212351478,58,29.6,23.5,12.11,1.19,898,58.400000000000006,normal,
1754212351578,59,29.75,23.5,12.1,1.19,897,58.7,normal,
1754212351678,60,29.900000000000002,23.5,12.1,1.21,898,58.2,normal,
1754212351778,61,30.05,23.5,12.11,1.19,897,58.5,normal,
1754212351878,62,30.05,23.5,12.120000000000001,1.21,899,58.5,normal,
1754212351978,63,30.150000000000002,23.5,12.11,1.22,900,58.6,normal,
1754212352078,64,30.25,23.5,12.11,1.18,899,59,normal,
1754212352178,65,30.450000000000003,23.5,12.09,1.2,893,59.2,normal,
1754212352278,66,30.5,23.5,12.09,1.23,897,59.1,normal,
1754212352378,67,30.55,23.5,12.1,1.21,899,59.300000000000004,normal,
1754212352478,68,30.700000000000003,23.55,12.1,1.21,899,59.6,normal,
1754212352578,69,30.8,23.5,12.09,1.22,897,59.400000000000006,normal,
1754212352678,70,30.950000000000003,23.55,12.09,1.21,885,60,normal,
1754212352778,71,31,23.5,12.09,1.23,899,59.900000000000006,normal,
1754212352878,72,31.05,23.5,12.09,1.23,889,59.7,normal,
1754212352978,73,31.25,23.5,12.1,1.24,895,60.1,normal,
1754212353078,74,31.35,23.5,12.1,1.23,906,59.800000000000004,normal,
1754212353178,75,31.450000000000003,23.5,12.09,1.23,898,60.400000000000006,normal,
1754212353278,76,31.5,23.5,12.1,1.24,907,60.300000000000004,normal,
1754212353378,77,31.700000000000003,23.5,12.11,1.23,903,60.7,normal,
1754212353478,78,31.700000000000003,23.5,12.11,1.24,899,60.400000000000006,normal,
1754212353578,79,31.700000000000003,23.5,12.09,1.23,896,60.6,normal,
1754212353678,80,31.8,23.5,12.09,1.24,898,60.7,normal,
1754212353778,81,32.050000000000004,23.5,12.1,1.25,905,60.900000000000006,normal,
1754212353878,82,32.050000000000004,23.5,12.1,1.24,903,61.1,normal,
1754212353978,83,32.25,23.55,12.09,1.26,913,61,normal,
1754212354078,84,32.300000000000004,23.5,12.08,1.25,891,61.2,normal,
1754212354178,85,32.4,23.5,12.1,1.24,896,61.400000000000006,normal,
1754212354278,86,32.4,23.5,12.09,1.25,906,61.300000000000004,normal,
1754212354378,87,32.550000000000004,23.5,12.1,1.26,907,62,normal,
1754212354478,88,32.6,23.5,12.11,1.25,901,61.7,normal,
1754212354578,89,32.800000000000004,23.5,12.09,1.23,915,61.7,normal,
1754212354678,90,32.800000000000004,23.5,12.09,1.25,917,61.400000000000006,normal,
1754212354778,91,32.95,23.5,12.09,1.26,919,62,normal,
1754212354878,92,33.1,23.5,12.08,1.25,927,62,normal,
1754212354978,93,33.1,23.5,12.09,1.24,926,62.1,normal,
1754212355078,94,33.300000000000004,23.5,12.08,1.24,924,62,normal,
1754212355178,95,33.300000000000004,23.5,12.08,1.24,928,61.900000000000006,normal,
1754212355278,96,33.5,23.5,12.09,1.26,939,62.1,normal,
1754212355378,97,33.45,23.5,12.1,1.25,941,62.5,normal,
1754212355478,98,33.550000000000004,23.5,12.1,1.27,952,62.400000000000006,normal,
1754212355578,99,33.75,23.5,12.1,1.25,955,62.300000000000004,normal,
1754212355678,100,33.800000000000004,23.5,12.11,1.26,965,62.2,normal,
1754212355778,101,33.800000000000004,23.5,12.08,1.24,965,62.300000000000004,normal,
1754212355878,102,33.95,23.55,12.09,1.29,981,62.300000000000004,normal,
1754212355978,103,34.1,23.5,12.09,1.27,974,62.400000000000006,normal,
1754212356078,104,34.050000000000004,23.5,12.1,1.27,983,62.400000000000006,normal,
1754212356178,105,34.2,23.55,12.08,1.27,991,62,normal,
1754212356278,106,34.300000000000004,23.450000000000003,12.08,1.25,979,62.7,normal,
1754212356378,107,34.4,23.5,12.08,1.27,1000,62.300000000000004,normal,
1754212356478,108,34.45,23.5,12.09,1.27,1000,62.1,normal,
1754212356578,109,34.6,23.5,12.1,1.25,1012,62.400000000000006,normal,
1754212356678,110,34.65,23.5,12.1,1.27,1012,62.800000000000004,normal,
1754212356778,111,34.800000000000004,23.5,12.08,1.27,1032,62.6,normal,
1754212356878,112,34.800000000000004,23.5,12.09,1.26,1040,62.5,normal,
1754212356978,113,35,23.5,12.09,1.28,1034,62.6,normal,
1754212357078,114,35,23.5,12.09,1.27,1038,62.6,normal,
1754212357178,115,35.1,23.5,12.09,1.26,1053,62.800000000000004,normal,
1754212357278,116,35.15,23.5,12.09,1.26,1062,63.1,normal,
1754212357378,117,35.2,23.5,12.1,1.27,1063,62.6,normal,
1754212357478,118,35.35,23.5,12.08,1.26,1079,62.5,normal,
1754212357578,119,35.35,23.5,12.1,1.26,1085,62.6,normal,
1754212357678,120,35.45,23.5,12.09,1.27,1086,62.400000000000006,normal,
1754212357778,121,35.65,23.5,12.1,1.26,1107,62.6,normal,
1754212357878,122,35.65,23.5,12.08,1.27,1101,62.6,normal,
1754212357978,123,35.800000000000004,23.5,12.08,1.25,1111,62.800000000000004,normal,
1754212358078,124,35.800000000000004,23.5,12.09,1.26,1134,62.800000000000004,normal,
1754212358178,125,35.9,23.5,12.08,1.26,1138,62.6,normal,
1754212358278,126,35.9,23.5,12.1,1.25,1145,62,normal,
1754212358378,127,36.15,23.5,12.09,1.24,1141,62.800000000000004,normal,
1754212358478,128,36.1,23.5,12.09,1.29,1142,62.5,normal,
1754212358578,129,36.2,23.5,12.1,1.26,1172,62.2,normal,
1754212358678,130,36.4,23.5,12.09,1.26,1169,62.1,normal,
1754212358778,131,36.4,23.5,12.08,1.25,1166,62.900000000000006,normal,
1754212358878,132,36.45,23.5,12.08,1.24,1189,62.400000000000006,normal,
1754212358978,133,36.6,23.5,12.08,1.24,1203,62.2,normal,
1754212359078,134,36.550000000000004,23.5,12.1,1.25,1209,62.1,normal,
1754212359178,135,36.7,23.5,12.09,1.26,1214,61.900000000000006,normal,
1754212359278,136,36.7,23.5,12.09,1.23,1220,62.300000000000004,normal,
1754212359378,137,36.85,23.5,12.1,1.25,1231,62.300000000000004,normal,
1754212359478,138,36.9,23.5,12.09,1.27,1237,61.900000000000006,normal,
1754212359578,139,36.95,23.5,12.09,1.23,1239,62.1,normal,
1754212359678,140,37.1,23.5,12.08,1.25,1248,62.300000000000004,normal,
1754212359778,141,37.1,23.5,12.1,1.24,1256,62,normal,
1754212359878,142,37.15,23.5,12.09,1.24,1263,61.900000000000006,normal,
1754212359978,143,37.25,23.5,12.08,1.24,1276,61.7,normal,
1754212360078,144,37.35,23.5,12.1,1.24,1291,61.900000000000006,normal,
1754212360178,145,37.45,23.5,12.08,1.23,1292,61.900000000000006,normal,
1754212360278,146,37.45,23.5,12.09,1.23,1296,61.900000000000006,normal,
1754212360378,147,37.5,23.5,12.07,1.24,1302,61.6,normal,
1754212360478,148,37.75,23.5,12.09,1.25,1316,61.300000000000004,normal,
1754212360578,149,37.6,23.5,12.08,1.24,1332,61.400000000000006,normal,
1754212360678,150,37.7,23.5,12.09,1.25,1327,61.7,normal,
1754212360778,151,37.9,23.5,12.1,1.25,1342,61.300000000000004,normal,
1754212360878,152,37.9,23.5,12.1,1.25,1354,61.400000000000006,normal,
1754212360978,153,38,23.450000000000003,12.08,1.24,1374,61.300000000000004,normal,
1754212361078,154,37.9,23.5,12.09,1.25,1373,61.6,normal,
1754212361178,155,38.15,23.5,12.08,1.24,1375,61.300000000000004,normal,
1754212361278,156,38.2,23.55,12.1,1.24,1373,60.900000000000006,normal,
1754212361378,157,38.15,23.5,12.09,1.24,1402,60.7,normal,
1754212361478,158,38.35,23.55,12.08,1.25,1391,61.1,normal,
1754212361578,159,38.300000000000004,23.5,12.09,1.24,1404,61,normal,
1754212361678,160,38.400000000000006,23.5,12.11,1.24,1412,61,normal,
1754212361778,161,38.5,23.450000000000003,12.09,1.23,1426,60.5,normal,
1754212361878,162,38.5,23.5,12.11,1.23,1429,60.7,normal,
1754212361978,163,38.550000000000004,23.5,12.11,1.24,1444,60.6,normal,
1754212362078,164,38.650000000000006,23.5,12.08,1.2,1438,60.900000000000006,normal,
1754212362178,165,38.6,23.5,12.1,1.24,1451,60.400000000000006,normal,
1754212362278,166,38.800000000000004,23.5,12.1,1.22,1464,60.300000000000004,normal,
1754212362378,167,38.800000000000004,23.5,12.09,1.22,1467,60.400000000000006,normal,
1754212362478,168,38.85,23.5,12.09,1.23,1466,60.1,normal,
1754212362578,169,39,23.5,12.1,1.2,1496,60.2,normal,
1754212362678,170,39,23.55,12.1,1.23,1491,60.2,normal,
1754212362778,171,39.1,23.5,12.09,1.22,1500,60.2,normal,
1754212362878,172,39.1,23.5,12.1,1.23,1509,60,normal,
1754212362978,173,39.150000000000006,23.5,12.1,1.22,1516,59.800000000000004,normal,
1754212363078,174,39.25,23.55,12.1,1.22,1509,60,normal,
1754212363178,175,39.25,23.55,12.09,1.25,1528,60.6,normal,
1754212363278,176,39.300000000000004,23.5,12.1,1.23,1538,59.5,normal,
1754212363378,177,39.35,23.5,12.1,1.21,1543,59.2,normal,
1754212363478,178,39.400000000000006,23.5,12.1,1.21,1552,59.800000000000004,normal,
1754212363578,179,39.5,23.5,12.1,1.21,1546,59.6,normal,
1754212363678,180,39.5,23.5,12.11,1.22,1564,59,normal,
1754212363778,181,39.550000000000004,23.55,12.09,1.21,1569,59.2,normal,
1754212363878,182,39.7,23.55,12.11,1.21,1579,59.2,normal,
1754212363978,183,39.800000000000004,23.5,12.1,1.22,1586,59.300000000000004,normal,
1754212364078,184,39.800000000000004,23.55,12.1,1.23,1587,59.6,normal,
1754212364178,185,39.800000000000004,23.5,12.1,1.22,1591,58.800000000000004,normal,
1754212364278,186,39.900000000000006,23.5,12.09,1.21,1602,58.800000000000004,normal,
1754212364378,187,39.95,23.55,12.1,1.19,1607,59.2,normal,
1754212364478,188,40,23.5,12.1,1.21,1616,59.2,normal,
1754212364578,189,40,23.55,12.09,1.22,1615,59,normal,
1754212364678,190,40.1,23.5,12.120000000000001,1.21,1631,59.2,normal,
1754212364778,191,40.150000000000006,23.55,12.120000000000001,1.22,1635,58.800000000000004,normal,
1754212364878,192,40.150000000000006,23.5,12.1,1.21,1637,58.6,normal,
1754212364978,193,40.2,23.5,12.1,1.2,1636,58.2,normal,
1754212365078,194,40.300000000000004,23.5,12.11,1.2,1654,58.7,normal,
1754212365178,195,40.35,23.5,12.11,1.21,1664,58.900000000000006,normal,
1754212365278,196,40.35,23.5,12.1,1.18,1672,58,normal,
1754212365378,197,40.35,23.5,12.1,1.2,1681,58.1,normal,
1754212365478,198,40.5,23.5,12.09,1.2,1667,58,normal,
1754212365578,199,40.5,23.55,12.11,1.19,1685,58.1,normal,
1754212365678,200,40.6,23.55,12.09,1.2,1691,58.1,normal,
1754212365778,201,40.650000000000006,23.5,12.1,1.19,1694,58.2,normal,
1754212365878,202,40.7,23.55,12.11,1.19,1702,58,normal,
1754212365978,203,40.7,23.55,12.11,1.21,1705,57.400000000000006,normal,
1754212366078,204,40.75,23.55,12.11,1.21,1716,58,normal,
1754212366178,205,40.85,23.5,12.11,1.2,1728,58,normal,
1754212366278,206,40.85,23.5,12.11,1.17,1716,58,normal,
1754212366378,207,40.900000000000006,23.5,12.11,1.2,1725,57.300000000000004,normal,
1754212366478,208,40.900000000000006,23.5,12.11,1.2,1733,58,normal,
1754212366578,209,40.900000000000006,23.5,12.1,1.18,1743,58.6,normal,
1754212366678,210,41.050000000000004,23.5,12.1,1.19,1737,57.900000000000006,normal,
1754212366778,211,41.1,23.55,12.1,1.19,1743,57.800000000000004,normal,
1754212366878,212,41.050000000000004,23.55,12.11,1.21,1752,57.800000000000004,normal,
1754212366978,213,41.150000000000006,23.55,12.1,1.19,1776,57.7,normal,
1754212367078,214,41.150000000000006,23.5,12.13,1.19,1766,58.1,normal,
1754212367178,215,41.2,23.55,12.11,1.19,1779,57.300000000000004,normal,
1754212367278,216,41.300000000000004,23.55,12.1,1.19,1782,57.5,normal,
1754212367378,217,41.25,23.5,12.11,1.21,1785,57.5,normal,
1754212367478,218,41.35,23.55,12.11,1.2,1793,57.300000000000004,normal,
1754212367578,219,41.400000000000006,23.55,12.1,1.19,1811,57.7,normal,
1754212367678,220,41.45,23.5,12.1,1.21,1809,57.800000000000004,normal,
1754212367778,221,41.45,23.55,12.120000000000001,1.19,1812,57.900000000000006,normal,
1754212367878,222,41.550000000000004,23.55,12.1,1.2,1808,57.300000000000004,normal,
1754212367978,223,41.550000000000004,23.55,12.11,1.19,1818,57.7,normal,
1754212368078,224,41.550000000000004,23.55,12.11,1.21,1828,57.7,normal,
1754212368178,225,41.650000000000006,23.5,12.11,1.22,1822,57.2,normal,
1754212368278,226,41.650000000000006,23.55,12.1,1.19,1842,57.800000000000004,normal,
1754212368378,227,41.7,23.5,12.11,1.19,1846,57.2,normal,
1754212368478,228,41.800000000000004,23.55,12.120000000000001,1.21,1840,57.300000000000004,normal,
1754212368578,229,41.900000000000006,23.5,12.120000000000001,1.19,1852,57.6,normal,
1754212368678,230,41.85,23.55,12.11,1.18,1856,57.7,normal,
1754212368778,231,41.900000000000006,23.5,12.11,1.19,1855,57.800000000000004,normal,
1754212368878,232,42,23.55,12.11,1.18,1865,57.6,normal,
1754212368978,233,41.95,23.55,12.120000000000001,1.2,1864,57.5,normal,
1754212369078,234,42,23.5,12.120000000000001,1.2,1878,57.5,normal,
1754212369178,235,42.050000000000004,23.5,12.1,1.21,1876,57.5,normal,
1754212369278,236,42.150000000000006,23.5,12.1,1.21,1888,57.5,normal,
1754212369378,237,42.150000000000006,23.5,12.120000000000001,1.21,1881,57.5,normal,
1754212369478,238,42.300000000000004,23.55,12.1,1.21,1890,57.900000000000006,normal,
1754212369578,239,42.2,23.5,12.1,1.2,1906,57.900000000000006,normal,
1754212369678,240,42.300000000000004,23.55,12.1,1.22,1906,57.6,normal,
1754212369778,241,42.300000000000004,23.5,12.1,1.21,1900,57.6,normal,
1754212369878,242,42.35,23.5,12.1,1.21,1915,57.5,normal,
1754212369978,243,42.300000000000004,23.55,12.1,1.21,1919,58.2,normal,
1754212370078,244,42.35,23.55,12.11,1.2,1919,57.5,normal,
1754212370178,245,42.45,23.55,12.120000000000001,1.18,1929,58,normal,
1754212370278,246,42.5,23.55,12.13,1.23,1938,57.7,normal,
1754212370378,247,42.550000000000004,23.55,12.1,1.21,1936,57.800000000000004,normal,
1754212370478,248,42.550000000000004,23.5,12.120000000000001,1.19,1927,57.5,normal,
1754212370578,249,42.550000000000004,23.55,12.120000000000001,1.21,1937,57.800000000000004,normal,
1754212370678,250,42.6,23.55,12.1,1.22,1947,58,normal,
1754212370778,251,42.550000000000004,23.5,12.120000000000001,1.21,1944,57.900000000000006,normal,
1754212370878,252,42.650000000000006,23.5,12.1,1.21,1959,57.900000000000006,normal,
1754212370978,253,42.650000000000006,23.55,12.11,1.2,1954,58.6,normal,
1754212371078,254,42.7,23.5,12.1,1.2,1966,57.900000000000006,normal,
1754212371178,255,42.7,23.5,12.120000000000001,1.21,1962,57.7,normal,
1754212371278,256,42.800000000000004,23.55,12.11,1.23,1987,57.900000000000006,normal,
1754212371378,257,42.85,23.55,12.1,1.21,1978,58.6,normal,
1754212371478,258,42.85,23.55,12.120000000000001,1.21,1994,57.900000000000006,normal,
1754212371578,259,42.85,23.5,12.1,1.23,1986,58.5,normal,
1754212371678,260,42.900000000000006,23.55,12.1,1.23,1980,58.1,normal,
1754212371778,261,42.95,23.5,12.120000000000001,1.21,1999,58.7,normal,
1754212371878,262,42.95,23.55,12.1,1.19,1988,59,normal,
1754212371978,263,43.050000000000004,23.55,12.1,1.24,2008,58.6,normal,
1754212372078,264,43.050000000000004,23.5,12.120000000000001,1.21,2015,58.6,normal,
1754212372178,265,43.1,23.55,12.1,1.22,2010,57.800000000000004,normal,
1754212372278,266,43.150000000000006,23.5,12.1,1.22,2000,58.6,normal,
1754212372378,267,43.150000000000006,23.5,12.11,1.22,2022,58.6,normal,
1754212372478,268,43.2,23.55,12.1,1.22,2031,59.1,normal,
1754212372578,269,43.2,23.55,12.1,1.23,2032,58.7,normal,
1754212372678,270,43.2,23.5,12.1,1.2,2036,59.1,normal,
1754212372778,271,43.25,23.55,12.1,1.23,2037,59.900000000000006,normal,
1754212372878,272,43.35,23.55,12.1,1.21,2038,58.7,normal,
1754212372978,273,43.35,23.55,12.09,1.22,2052,59.1,normal,
1754212373078,274,43.400000000000006,23.55,12.11,1.25,2044,59.1,normal,
1754212373178,275,43.400000000000006,23.55,12.11,1.23,2040,59.300000000000004,normal,
1754212373278,276,43.5,23.5,12.13,1.23,2056,59.400000000000006,normal,
1754212373378,277,43.45,23.55,12.1,1.21,2065,59.5,normal,
1754212373478,278,43.5,23.55,12.1,1.24,2060,59.400000000000006,normal,
1754212373578,279,43.6,23.55,12.120000000000001,1.2,2066,59.400000000000006,normal,
1754212373678,280,43.6,23.55,12.1,1.22,2081,59.800000000000004,normal,
1754212373778,281,43.7,23.55,12.1,1.25,2076,60.300000000000004,normal,
1754212373878,282,43.650000000000006,23.55,12.1,1.24,2090,60.1,normal,
1754212373978,283,43.650000000000006,23.55,12.11,1.23,2090,59.800000000000004,normal,
1754212374078,284,43.7,23.55,12.11,1.23,2084,60,normal,
1754212374178,285,43.800000000000004,23.5,12.1,1.23,2104,60.400000000000006,normal,
1754212374278,286,43.75,23.55,12.09,1.22,2082,60,normal,
1754212374378,287,43.75,23.5,12.09,1.24,2092,60.1,normal,
1754212374478,288,43.900000000000006,23.55,12.09,1.24,2106,59.800000000000004,normal,
1754212374578,289,43.900000000000006,23.5,12.1,1.25,2101,60.300000000000004,normal,
1754212374678,290,43.95,23.55,12.09,1.25,2118,60.2,normal,
1754212374778,291,43.900000000000006,23.55,12.09,1.24,2118,60.7,normal,
1754212374878,292,43.95,23.55,12.09,1.22,2112,60.6,normal,
1754212374978,293,44.050000000000004,23.55,12.09,1.25,2121,60.6,normal,
1754212375078,294,44.1,23.5,12.1,1.23,2128,60.900000000000006,normal,
1754212375178,295,44.050000000000004,23.5,12.11,1.22,2130,60.800000000000004,normal,
1754212375278,296,44.1,23.55,12.09,1.24,2135,60.6,normal,
1754212375378,297,44.1,23.55,12.1,1.23,2148,60.7,normal,
1754212375478,298,44.150000000000006,23.55,12.1,1.25,2129,61,normal,
1754212375578,299,44.25,23.55,12.1,1.25,2146,61.1,normal,
1754212375678,300,44.2,23.55,12.1,1.26,2149,60.900000000000006,normal,
1754212375778,301,44.300000000000004,23.55,12.09,1.25,2155,60.900000000000006,normal,
1754212375878,302,44.300000000000004,23.55,12.1,1.28,2163,61.2,normal,
1754212375978,303,44.300000000000004,23.55,12.11,1.26,2166,61.5,normal,
1754212376078,304,44.300000000000004,23.5,12.09,1.26,2168,61.300000000000004,normal,
1754212376178,305,44.35,23.55,12.1,1.25,2166,61.7,normal,
1754212376278,306,44.400000000000006,23.5,12.1,1.27,2164,61.400000000000006,normal,
1754212376378,307,44.45,23.55,12.09,1.27,2174,61.800000000000004,normal,
1754212376478,308,44.400000000000006,23.55,12.1,1.26,2171,61.7,normal,
1754212376578,309,44.45,23.55,12.09,1.25,2185,62,normal,
1754212376678,310,44.550000000000004,23.55,12.08,1.27,2192,61.7,normal,
1754212376778,311,44.5,23.55,12.11,1.26,2191,61.300000000000004,normal,
1754212376878,312,44.6,23.55,12.09,1.26,2188,61.7,normal,
1754212376978,313,44.6,23.55,12.09,1.26,2187,61.900000000000006,normal,
1754212377078,314,44.7,23.55,12.09,1.29,2199,62,normal,
1754212377178,315,44.7,23.55,12.09,1.27,2204,62.2,normal,
1754212377278,316,44.650000000000006,23.55,12.1,1.26,2190,61.900000000000006,normal,
1754212377378,317,44.75,23.55,12.09,1.27,2218,62.300000000000004,normal,
1754212377478,318,44.7,23.55,12.09,1.27,2206,62.5,normal,
1754212377578,319,44.75,23.55,12.08,1.28,2209,61.900000000000006,normal,
1754212377678,320,44.800000000000004,23.55,12.09,1.27,2225,62.1,normal,
1754212377778,321,44.75,23.55,12.09,1.27,2233,62.6,normal,
1754212377878,322,44.85,23.55,12.11,1.26,2233,62.2,normal,
1754212377978,323,45,23.55,12.09,1.26,2229,62,normal,
1754212378078,324,44.85,23.55,12.09,1.26,2232,61.800000000000004,normal,
1754212378178,325,44.900000000000006,23.55,12.08,1.27,2234,62.900000000000006,normal,
1754212378278,326,44.95,23.55,12.08,1.27,2239,62.5,normal,
1754212378378,327,45,23.55,12.09,1.3,2237,62.900000000000006,normal,
1754212378478,328,45.050000000000004,23.55,12.08,1.27,2251,62.7,normal,
1754212378578,329,45.050000000000004,23.55,12.09,1.28,2237,62.800000000000004,normal,
1754212378678,330,45.1,23.55,12.09,1.28,2255,63.1,normal,
1754212378778,331,45.1,23.5,12.09,1.28,2267,62.6,normal,
1754212378878,332,45.150000000000006,23.55,12.09,1.27,2265,62.6,normal,
1754212378978,333,45.150000000000006,23.55,12.09,1.28,2266,62.800000000000004,normal,
1754212379078,334,45.25,23.6,12.07,1.28,2267,62.7,normal,
1754212379178,335,45.25,23.55,12.08,1.26,2264,62.7,normal,
1754212379278,336,45.25,23.55,12.09,1.28,2280,62.900000000000006,normal,
1754212379378,337,45.25,23.55,12.07,1.31,2274,62.6,normal,
1754212379478,338,45.35,23.55,12.09,1.26,2283,62.7,normal,
1754212379578,339,45.300000000000004,23.55,12.09,1.3,2277,62.7,normal,
1754212379678,340,45.35,23.55,12.1,1.28,2276,62.2,normal,
1754212379778,341,45.400000000000006,23.55,12.09,1.29,2296,62.800000000000004,normal,
1754212379878,342,45.400000000000006,23.55,12.11,1.28,2285,62.900000000000006,normal,
1754212379978,343,45.400000000000006,23.55,12.1,1.27,2297,62.5,normal,
1754212380078,344,45.400000000000006,23.6,12.1,1.28,2290,63.1,normal,
1754212380178,345,45.5,23.55,12.08,1.26,2297,62.7,normal,
1754212380278,346,45.6,23.55,12.09,1.29,2301,62.6,normal,
1754212380378,347,45.550000000000004,23.55,12.09,1.27,2308,63.300000000000004,normal,
1754212380478,348,45.6,23.55,12.09,1.26,2313,62.800000000000004,normal,
1754212380578,349,45.6,23.6,12.09,1.26,2311,62.300000000000004,normal,
1754212380678,350,45.650000000000006,23.55,12.08,1.26,2311,62.300000000000004,normal,
1754212380778,351,45.650000000000006,23.55,12.1,1.29,2313,62.5,normal,
1754212380878,352,45.7,23.55,12.09,1.28,2315,62.1,normal,
1754212380978,353,45.650000000000006,23.55,12.08,1.29,2324,62.400000000000006,normal,
1754212381078,354,45.75,23.55,12.1,1.28,2325,62.400000000000006,normal,
1754212381178,355,45.7,23.55,12.1,1.27,2323,62.400000000000006,normal,
1754212381278,356,45.800000000000004,23.55,12.1,1.28,2337,62,normal,
1754212381378,357,45.75,23.6,12.09,1.27,2338,61.900000000000006,normal,
1754212381478,358,45.800000000000004,23.6,12.09,1.27,2340,62.2,normal,
1754212381578,359,45.75,23.6,12.09,1.27,2330,62.1,normal,
1754212381678,360,45.800000000000004,23.55,12.08,1.27,2345,62.5,normal,
1754212381778,361,45.800000000000004,23.6,12.09,1.26,2343,61.7,normal,
1754212381878,362,45.85,23.55,12.09,1.27,2347,62,normal,
1754212381978,363,45.95,23.55,12.08,1.26,2344,61.7,normal,
1754212382078,364,45.800000000000004,23.55,12.09,1.26,2344,61.900000000000006,normal,
1754212382178,365,45.95,23.55,12.08,1.28,2350,61.900000000000006,normal,
